PTag,PId,PLocX,PLocY,PDirX,PDirY
1,131,0.566178,0.663136,-0.0137165,-0.0105781
0,132,0.403755,0.892526,0,0
0,133,0.307903,0.687081,0,0
1,134,0.369091,0.394418,-0.0145795,-0.00935289
0,135,0.804215,0.524085,0,0
0,136,0.18121,0.862119,0,0
0,137,0.0665384,0.34118,0,0
0,138,0.796385,0.0553958,0,0
0,139,0.168414,0.156709,0,0
0,140,0.5376,0.795239,0,0
0,141,0.80303,0.329131,0,0
0,142,0.593362,0.805683,0,0
0,143,0.170184,0.290342,0,0
1,144,0.312347,0.576697,0.0156857,-0.00734825
0,145,0.193263,0.0654586,0,0
0,146,0.828501,0.422718,0,0
0,147,0.191136,0.209729,0,0
0,148,0.207836,0.465446,0,0
0,149,0.937221,0.649861,0,0
1,150,0.283608,0.465845,0.0153561,-0.00801413
0,151,0.484614,0.10768,0,0
0,152,0.748296,0.607936,0,0
0,153,0.701147,0.367799,0,0
0,154,0.442332,0.105357,0,0
0,155,0.927572,0.779479,0,0
0,156,0.344322,0.194128,0,0
0,157,0.903692,0.0242094,0,0
0,158,0.780085,0.639224,0,0
0,159,0.804858,0.665017,0,0
0,160,0.957174,0.795473,0,0
0,161,0.76812,0.490623,0,0
0,162,0.155395,0.1522,0,0
0,163,0.911284,0.565627,0,0
0,164,0.632237,0.700154,0,0
0,165,0.842299,0.586407,0,0
0,166,0.971506,0.682969,0,0
0,167,0.900886,0.891877,0,0
1,168,0.341154,0.546577,0.00406775,-0.0168372
1,169,0.608556,0.553687,0.0110667,-0.0133254
0,170,0.787334,0.503615,0,0
0,171,0.839153,0.668172,0,0
0,172,0.687792,0.85776,0,0
0,173,0.798055,0.895056,0,0
0,174,0.111444,0.621069,0,0
1,175,0.460661,0.575712,0.00915837,-0.0147024
1,176,0.492315,0.415771,0.00231988,-0.0171655
0,177,0.814251,0.286215,0,0
0,178,0.634341,0.0290539,0,0
0,179,0.178935,0.881435,0,0
0,180,0.610917,0.00797074,0,0
0,181,0.0190985,0.0153796,0,0
0,182,0.702911,0.665477,0,0
0,183,0.860321,0.736359,0,0
0,184,0.0502415,0.0847252,0,0
0,185,0.800624,0.674065,0,0
0,186,0.534048,0.0608663,0,0
0,187,0.345211,0.114137,0,0
1,188,0.487271,0.651157,0.0172903,0.00104019
0,189,0.834474,0.682093,0,0
1,190,0.518841,0.665685,0.0133534,-0.0110328
0,191,0.852844,0.736476,0,0
0,192,0.259424,0.400818,0,0
0,193,0.664728,0.859344,0,0
1,194,0.621889,0.532658,0.00122511,-0.0172782
0,195,0.749289,0.21811,0,0
0,196,0.414534,0.880607,0,0
0,197,0.75037,0.396764,0,0
1,198,0.490938,0.33928,-0.0101107,0.0140645
0,199,0.202116,0.437314,0,0
1,200,0.523582,0.401261,-0.0156282,0.00746975
0,201,0.647966,0.141879,0,0
0,202,0.609747,0.966892,0,0
0,203,0.167148,0.595799,0,0
0,204,0.209102,0.634049,0,0
0,205,0.876456,0.306934,0,0
0,206,0.471438,0.125378,0,0
0,207,0.0350291,0.231501,0,0
0,208,0.765942,0.911551,0,0
0,209,0.953422,0.146982,0,0
0,210,0.0816207,0.426442,0,0
0,211,0.96641,0.560297,0,0
0,212,0.758115,0.276278,0,0
0,213,0.840855,0.129079,0,0
0,214,0.549525,0.108131,0,0
1,215,0.639908,0.405699,-0.00643631,0.0160814
1,216,0.527454,0.431159,0.0140134,-0.0101815
0,217,0.974803,0.97288,0,0
1,218,0.323011,0.56116,-0.0163269,-0.00578544
0,219,0.273884,0.947658,0,0
0,220,0.175553,0.178081,0,0
0,221,0.194306,0.361426,0,0
0,222,0.226039,0.978738,0,0
0,223,0.75537,0.598884,0,0
0,224,0.892918,0.293547,0,0
0,225,0.739899,0.500163,0,0
0,226,0.853566,0.354175,0,0
0,227,0.700069,0.727082,0,0
0,228,0.125512,0.160885,0,0
0,229,0.243758,0.555032,0,0
0,230,0.894648,0.465633,0,0
0,231,0.210133,0.561338,0,0
0,232,0.627046,0.111074,0,0
0,233,0.968226,0.932438,0,0
0,234,0.947808,0.351262,0,0
0,235,0.474515,0.189105,0,0
0,236,0.107213,0.465639,0,0
1,237,0.658536,0.641461,0.0157321,-0.00724831
0,238,0.199008,0.959847,0,0
0,239,0.956727,0.832409,0,0
0,240,0.630546,0.778659,0,0
0,241,0.830778,0.18212,0,0
1,242,0.40214,0.371368,0.0118942,-0.0125923
0,243,0.219704,0.436872,0,0
0,244,0.679413,0.756576,0,0
0,245,0.853142,0.271532,0,0
1,246,0.591758,0.636312,0.00764261,0.0155444
0,247,0.0646015,0.623156,0,0
0,248,0.959646,0.993574,0,0
0,249,0.78168,0.926538,0,0
0,250,0.214102,0.573677,0,0
0,251,0.815129,0.783969,0,0
0,252,0.0230231,0.25528,0,0
1,253,0.300101,0.438828,0.0173167,0.000413719
0,254,0.00973894,0.261108,0,0
0,255,0.164904,0.576887,0,0
0,256,0.934968,0.721678,0,0
0,257,0.674574,0.247634,0,0
0,258,0.955197,0.971119,0,0
0,259,0.662897,0.160404,0,0
0,260,0.90269,0.348145,0,0
1,261,0.340828,0.586248,0.00859184,-0.0150405
0,262,0.021909,0.452569,0,0
0,263,0.214502,0.750302,0,0
0,264,0.744255,0.50819,0,0
0,265,0.272695,0.44133,0,0
0,266,0.834295,0.972652,0,0
0,267,0.121053,0.36959,0,0
0,268,0.261484,0.675886,0,0
0,269,0.346637,0.121831,0,0
1,270,0.645004,0.521428,-0.00144535,-0.0172612
0,271,0.394055,0.242736,0,0
0,272,0.757057,0.481543,0,0
0,273,0.878167,0.972329,0,0
0,274,0.982306,0.620334,0,0
0,275,0.913398,0.0401613,0,0
0,276,0.140129,0.697125,0,0
0,277,0.201249,0.527659,0,0
1,278,0.413902,0.350838,-0.00136176,0.017268
0,279,0.95922,0.28173,0,0
0,280,0.0478284,0.104068,0,0
0,281,0.0127022,0.213728,0,0
0,282,0.772128,0.447296,0,0
0,283,0.596947,0.771714,0,0
0,284,0.36513,0.87325,0,0
0,285,0.59429,0.219833,0,0
0,286,0.409774,0.792607,0,0
0,287,0.982039,0.699664,0,0
0,288,0.322032,0.804663,0,0
0,289,0.187183,0.481102,0,0
0,290,0.878697,0.28602,0,0
0,291,0.598933,0.0628164,0,0
0,292,0.904285,0.22778,0,0
0,293,0.59157,0.0424961,0,0
0,294,0.125175,0.521167,0,0
0,295,0.522786,0.787854,0,0
0,296,0.607405,0.0444031,0,0
0,297,0.116665,0.409048,0,0
0,298,0.592197,0.288567,0,0
0,299,0.632723,0.0770857,0,0
0,300,0.12908,0.647135,0,0
0,301,0.888748,0.0409027,0,0
0,302,0.149194,0.650074,0,0
0,303,0.903106,0.573059,0,0
1,304,0.365465,0.573735,0.00923521,0.0146543
0,305,0.241239,0.0737466,0,0
0,306,0.504891,0.918711,0,0
0,307,0.733734,0.659287,0,0
0,308,0.574238,0.139513,0,0
0,309,0.588339,0.101526,0,0
0,310,0.967697,0.801548,0,0
0,311,0.986709,0.692411,0,0
1,312,0.638463,0.511295,0.0173193,-0.000281355
0,313,0.792621,0.333411,0,0
0,314,0.201121,0.672093,0,0
0,315,0.676651,0.960015,0,0
0,316,0.400923,0.0593449,0,0
0,317,0.20578,0.189884,0,0
1,318,0.448537,0.498817,0.0113473,0.0130873
0,319,0.0581756,0.829307,0,0
1,320,0.594913,0.466575,-0.00681081,-0.0159264
0,321,0.0110477,0.718164,0,0
0,322,0.257915,0.716296,0,0
0,323,0.61157,0.938939,0,0
0,324,0.859966,0.423289,0,0
0,325,0.437159,0.775886,0,0
0,326,0.0992118,0.158289,0,0
0,327,0.730791,0.687757,0,0
0,328,0.0677748,0.843604,0,0
0,329,0.132482,0.808835,0,0
0,330,0.793163,0.853137,0,0
0,331,0.0991833,0.10528,0,0
0,332,0.137863,0.315738,0,0
0,333,0.499169,0.741798,0,0
0,334,0.768631,0.332888,0,0
0,335,0.247405,0.538489,0,0
0,336,0.394823,0.883954,0,0
1,337,0.586654,0.485213,-0.0158076,-0.00708228
0,338,0.850055,0.369971,0,0
0,339,0.552527,0.895612,0,0
1,340,0.574252,0.552198,0.0170362,-0.00313118
1,341,0.433051,0.591494,-0.0169211,-0.0037031
0,342,0.932803,0.58483,0,0
0,343,0.233337,0.677359,0,0
0,344,0.157799,0.187259,0,0
0,345,0.971573,0.962279,0,0
0,346,0.808178,0.405468,0,0
0,347,0.742265,0.972003,0,0
0,348,0.217326,0.912275,0,0
0,349,0.120063,0.00709708,0,0
0,350,0.076023,0.348932,0,0
1,351,0.347641,0.442291,0.0118206,0.0126614
0,352,0.664042,0.306344,0,0
0,353,0.226393,0.837605,0,0
1,354,0.525512,0.344866,-0.0154081,-0.00791375
0,355,0.0148046,0.21074,0,0
1,356,0.563371,0.515623,0.00614931,-0.0161933
0,357,0.186438,0.229183,0,0
0,358,0.0623,0.223564,0,0
0,359,0.741098,0.690078,0,0
1,360,0.619674,0.365762,-0.00279725,-0.0170942
0,361,0.0549648,0.16913,0,0
0,362,0.268092,0.495075,0,0
0,363,0.9088,0.24869,0,0
1,364,0.502953,0.501011,0.00240499,-0.0171538
0,365,0.715959,0.428061,0,0
0,366,0.151745,0.981663,0,0
0,367,0.293231,0.806587,0,0
0,368,0.283942,0.0857288,0,0
0,369,0.370618,0.997213,0,0
0,370,0.655995,0.786216,0,0
0,371,0.978803,0.59762,0,0
0,372,0.687776,0.364,0,0
0,373,0.194879,0.357009,0,0
1,374,0.610111,0.335311,-0.015843,-0.00700254
0,375,0.249267,0.436248,0,0
0,376,0.396073,0.762892,0,0
1,377,0.482995,0.448472,0.0105342,-0.0137502
0,378,0.695544,0.0803265,0,0
0,379,0.781558,0.413107,0,0
0,380,0.958317,0.309054,0,0
0,381,0.86295,0.391776,0,0
0,382,0.970933,0.446892,0,0
0,383,0.868173,0.328289,0,0
0,384,0.99005,0.117974,0,0
0,385,0.413933,0.988925,0,0
0,386,0.486111,0.813236,0,0
0,387,0.928957,0.157927,0,0
1,388,0.505596,0.374277,-0.0102211,-0.0139845
0,389,0.80181,0.841293,0,0
0,390,0.447843,0.81572,0,0
0,391,0.0187699,0.129593,0,0
0,392,0.967811,0.579981,0,0
0,393,0.92417,0.410867,0,0
0,394,0.117535,0.447181,0,0
0,395,0.320796,0.753766,0,0
0,396,0.060474,0.00473789,0,0
0,397,0.409318,0.228463,0,0
0,398,0.0688766,0.28527,0,0
0,399,0.0880114,0.715754,0,0
0,400,0.0305771,0.0756461,0,0
0,401,0.306947,0.251759,0,0
0,402,0.94549,0.785248,0,0
0,403,0.655599,0.150856,0,0
0,404,0.167039,0.753254,0,0
1,405,0.315462,0.47491,0.0173208,0.000169571
0,406,0.00460728,0.5,0,0
0,407,0.333503,0.163277,0,0
0,408,0.859001,0.490018,0,0
0,409,0.129401,0.89083,0,0
0,410,0.155723,0.976532,0,0
0,411,0.538625,0.818825,0,0
0,412,0.0596174,0.813954,0,0
0,413,0.484325,0.100384,0,0
0,414,0.908885,0.866922,0,0
0,415,0.726651,0.681787,0,0
0,416,0.122984,0.0399422,0,0
0,417,0.312889,0.135173,0,0
0,418,0.443644,0.741598,0,0
0,419,0.284104,0.271851,0,0
0,420,0.0918691,0.966603,0,0
0,421,0.325193,0.196056,0,0
1,422,0.375963,0.655416,-0.0170799,-0.00288374
1,423,0.410563,0.556645,0.0119393,0.0125496
1,424,0.430981,0.554595,0.0173083,-0.000677795
0,425,0.0174653,0.303331,0,0
0,426,0.121938,0.0224217,0,0
0,427,0.923254,0.838676,0,0
0,428,0.969042,0.109438,0,0
0,429,0.104079,0.931423,0,0
0,430,0.503729,0.254435,0,0
1,431,0.610604,0.433551,0.00899773,-0.0148013
1,432,0.405829,0.384452,0.0173215,-6.35873e-05
0,433,0.313631,0.124179,0,0
0,434,0.38034,0.760453,0,0
0,435,0.991588,0.130146,0,0
0,436,0.551605,0.207987,0,0
0,437,0.276678,0.67403,0,0
0,438,0.167997,0.178053,0,0
0,439,0.918003,0.904662,0,0
0,440,0.173341,0.866109,0,0
0,441,0.845557,0.136594,0,0
0,442,0.861574,0.854912,0,0
0,443,0.951826,0.734904,0,0
0,444,0.24297,0.0637183,0,0
0,445,0.948119,0.694951,0,0
0,446,0.0709376,0.144234,0,0
1,447,0.386925,0.463938,7.47833e-05,0.0173214
0,448,0.532155,0.104184,0,0
0,449,0.139616,0.775337,0,0
1,450,0.600398,0.403782,-0.0118256,-0.0126567
1,451,0.613492,0.579149,0.00487096,-0.0166226
0,452,0.578663,0.0612432,0,0
0,453,0.28483,0.692502,0,0
0,454,0.00949845,0.601652,0,0
1,455,0.640488,0.53402,-0.015625,-0.00747644
0,456,0.367101,0.257474,0,0
0,457,0.818027,0.370633,0,0
0,458,0.801961,0.371934,0,0
0,459,0.0266789,0.134354,0,0
1,460,0.626172,0.67338,-0.0044923,-0.0167289
0,461,0.67212,0.968193,0,0
0,462,0.213946,0.968318,0,0
0,463,0.248545,0.665864,0,0
0,464,0.0618404,0.939464,0,0
0,465,0.0223197,0.285349,0,0
0,466,0.162817,0.367763,0,0
0,467,0.71619,0.265064,0,0
0,468,0.960042,0.751449,0,0
1,469,0.644211,0.553556,-0.01495,0.00874848
0,470,0.0219512,0.0614324,0,0
0,471,0.323215,0.850721,0,0
0,472,0.347093,0.992681,0,0
0,473,0.0369618,0.694931,0,0
0,474,0.0401515,0.971263,0,0
0,475,0.783029,0.451779,0,0
0,476,0.31984,0.721977,0,0
1,477,0.408017,0.521658,-0.0162012,0.0061286
0,478,0.954024,0.781096,0,0
0,479,0.288114,0.196239,0,0
0,480,0.818671,0.319449,0,0
0,481,0.624044,0.18027,0,0
0,482,0.78733,0.813321,0,0
0,483,0.942347,0.0245884,0,0
0,484,0.604331,0.0328515,0,0
0,485,0.734224,0.175425,0,0
0,486,0.752512,0.0800941,0,0
0,487,0.640652,0.308358,0,0
0,488,0.457622,0.190057,0,0
0,489,0.774173,0.597113,0,0
1,490,0.599809,0.602779,0.0167052,0.00457981
0,491,0.740023,0.985135,0,0
0,492,0.787591,0.89963,0,0
0,493,0.409059,0.128225,0,0
0,494,0.0246095,0.562246,0,0
1,495,0.405345,0.477803,-0.00294295,0.0170698
0,496,0.669929,0.89357,0,0
0,497,0.329798,0.661275,0,0
0,498,0.594292,0.863365,0,0
0,499,0.743823,0.0298568,0,0
0,500,0.0170676,0.158839,0,0
0,501,0.684192,0.118424,0,0
1,502,0.540492,0.398521,-0.0133577,-0.0110277
0,503,0.431001,0.115553,0,0
0,504,0.892047,0.784089,0,0
0,505,0.258736,0.927032,0,0
0,506,0.836161,0.708414,0,0
0,507,0.432593,0.812282,0,0
0,508,0.368433,0.943165,0,0
0,509,0.839406,0.0800551,0,0
0,510,0.211077,0.499985,0,0
0,511,0.131843,0.200726,0,0
1,512,0.395311,0.436837,0.0101762,0.0140173
0,513,0.0251412,0.35389,0,0
1,514,0.616471,0.488474,-0.0130402,-0.0114013
0,515,0.71551,0.874439,0,0
1,516,0.373637,0.685764,0.00936648,-0.0145707
0,517,0.542633,0.216749,0,0
0,518,0.139699,0.936836,0,0
0,519,0.108893,0.225018,0,0
1,520,0.41202,0.688666,0.0137292,-0.0105616
0,521,0.61846,0.713767,0,0
0,522,0.261976,0.193434,0,0
0,523,0.80848,0.549656,0,0
1,524,0.479478,0.311578,-0.0057432,0.0163418
0,525,0.194006,0.135973,0,0
0,526,0.170638,0.88595,0,0
0,527,0.200093,0.646517,0,0
0,528,0.048977,0.442409,0,0
0,529,0.213596,0.611348,0,0
0,530,0.750722,0.385102,0,0
1,531,0.495438,0.718768,-0.0113907,-0.0130495
1,532,0.532761,0.347237,-0.0125341,0.0119555
0,533,0.1193,0.932578,0,0
0,534,0.830886,0.903083,0,0
1,535,0.544223,0.554357,-0.0138753,0.0103689
0,536,0.775468,0.064974,0,0
0,537,0.960485,0.70098,0,0
1,538,0.507165,0.394397,0.0137445,-0.0105416
0,539,0.348462,0.723256,0,0
0,540,0.742445,0.0313415,0,0
0,541,0.772899,0.0288733,0,0
0,542,0.435896,0.274444,0,0
0,543,0.1723,0.931026,0,0
0,544,0.987394,0.519698,0,0
0,545,0.721609,0.0665684,0,0
0,546,0.724313,0.851978,0,0
0,547,0.416989,0.274633,0,0
0,548,0.155873,0.324478,0,0
0,549,0.810853,0.1761,0,0
1,550,0.301496,0.532908,-0.0133855,-0.0109939
0,551,0.136699,0.157519,0,0
1,552,0.642477,0.607816,0.0172931,-0.000993756
0,553,0.0640668,0.799052,0,0
0,554,0.476923,0.0811144,0,0
0,555,0.655349,0.875902,0,0
0,556,0.12819,0.0269941,0,0
0,557,0.844443,0.490241,0,0
0,558,0.227385,0.846196,0,0
1,559,0.609197,0.67162,-0.014572,0.00936453
0,560,0.0651037,0.442641,0,0
0,561,0.21265,0.95039,0,0
0,562,0.61025,0.145296,0,0
0,563,0.793194,0.0989281,0,0
0,564,0.981056,0.782713,0,0
0,565,0.631445,0.972316,0,0
1,566,0.380957,0.501881,0.0158253,0.00704244
0,567,0.309176,0.370569,0,0
0,568,0.428529,0.107928,0,0
0,569,0.795346,0.312353,0,0
0,570,0.0654317,0.52471,0,0
0,571,0.753333,0.795964,0,0
0,572,0.623073,0.966908,0,0
0,573,0.884066,0.122125,0,0
0,574,0.530101,0.24374,0,0
0,575,0.474841,0.193979,0,0
0,576,0.869931,0.0386534,0,0
1,577,0.348149,0.449334,-0.00692405,-0.0158775
0,578,0.0226867,0.217028,0,0
0,579,0.805805,0.815666,0,0
0,580,0.751345,0.695366,0,0
0,581,0.947625,0.263888,0,0
0,582,0.518868,0.123883,0,0
0,583,0.794681,0.523767,0,0
0,584,0.390983,0.801591,0,0
0,585,0.715059,0.885383,0,0
1,586,0.463075,0.439036,0.0172899,0.00104804
0,587,0.102177,0.11282,0,0
0,588,0.753466,0.509336,0,0
1,589,0.647867,0.336073,0.0137019,0.0105969
0,590,0.272606,0.703179,0,0
0,591,0.136168,0.798719,0,0
1,592,0.454198,0.47177,0.0172708,0.00132568
0,593,0.228671,0.361008,0,0
0,594,0.838936,0.57752,0,0
0,595,0.00456769,0.0759538,0,0
0,596,0.811426,0.923838,0,0
1,597,0.656569,0.356922,-0.0172628,0.00142553
0,598,0.0880503,0.585081,0,0
0,599,0.638915,0.100049,0,0
0,600,0.981291,0.147646,0,0
0,601,0.183837,0.368599,0,0
0,602,0.213779,0.953935,0,0
0,603,0.142267,0.361197,0,0
0,604,0.769439,0.0598015,0,0
0,605,0.303036,0.691303,0,0
0,606,0.958816,0.934348,0,0
0,607,0.89934,0.708361,0,0
0,608,0.0322037,0.332596,0,0
1,609,0.677431,0.538172,-0.0167677,0.00434525
0,610,0.662767,0.865166,0,0
0,611,0.93984,0.753487,0,0
0,612,0.47977,0.0994383,0,0
0,613,0.303373,0.355411,0,0
0,614,0.0681745,0.791825,0,0
0,615,0.137055,0.252363,0,0
0,616,0.298508,0.72743,0,0
0,617,0.682779,0.664476,0,0
0,618,0.155027,0.426485,0,0
0,619,0.799079,0.91773,0,0
0,620,0.215187,0.190309,0,0
0,621,0.624476,0.884002,0,0
0,622,0.844224,0.731689,0,0
0,623,0.0168894,0.427949,0,0
0,624,0.774156,0.818535,0,0
0,625,0.547975,0.903656,0,0
0,626,0.998593,0.686388,0,0
0,627,0.993014,0.445882,0,0
0,628,0.934137,0.856473,0,0
1,629,0.412772,0.328651,-0.0160996,-0.00639072
0,630,0.0921159,0.319157,0,0
0,631,0.468735,0.260864,0,0
0,632,0.862705,0.592491,0,0
0,633,0.533534,0.757553,0,0
0,634,0.222657,0.781314,0,0
0,635,0.280571,0.156283,0,0
1,636,0.562929,0.636855,-0.00808986,-0.0153164
0,637,0.892506,0.0331336,0,0
0,638,0.0225049,0.651343,0,0
0,639,0.234018,0.100391,0,0
0,640,0.243114,0.648598,0,0
0,641,0.975905,0.829802,0,0
1,642,0.651405,0.499352,0.0073028,0.0157069
0,643,0.85674,0.0825141,0,0
1,644,0.318046,0.584908,-0.00203827,-0.0172013
0,645,0.899378,0.714544,0,0
0,646,0.789407,0.787805,0,0
1,647,0.460833,0.448052,-0.0146969,-0.00916734
0,648,0.766131,0.137526,0,0
0,649,0.833494,0.573943,0,0
0,650,0.106131,0.232638,0,0
0,651,0.17781,0.738584,0,0
1,652,0.630742,0.397952,-0.0168921,-0.00383317
0,653,0.265173,0.722851,0,0
0,654,0.211754,0.484496,0,0
0,655,0.592294,0.0482537,0,0
1,656,0.541034,0.386867,0.0173214,-8.05937e-05
1,657,0.52037,0.669899,-0.00886626,-0.0148804
1,658,0.489433,0.3794,-0.00510101,0.0165535
0,659,0.932236,0.879171,0,0
0,660,0.724197,0.109557,0,0
0,661,0.987635,0.583885,0,0
0,662,0.27386,0.81254,0,0
0,663,0.263165,0.314985,0,0
0,664,0.447256,0.0620438,0,0
0,665,0.932778,0.367893,0,0
0,666,0.21467,0.462489,0,0
0,667,0.042553,0.466624,0,0
0,668,0.664619,0.914457,0,0
0,669,0.601238,0.194992,0,0
0,670,0.125188,0.273323,0,0
0,671,0.964229,0.983172,0,0
0,672,0.884659,0.401984,0,0
0,673,0.830447,0.737258,0,0
0,674,0.331153,0.81986,0,0
0,675,0.0818204,0.0478223,0,0
0,676,0.0355053,0.895734,0,0
1,677,0.398907,0.657622,0.0173197,-0.000253111
0,678,0.101695,0.404612,0,0
0,679,0.014952,0.675887,0,0
0,680,0.780922,0.738321,0,0
0,681,0.190426,0.476867,0,0
0,682,0.162202,0.377507,0,0
0,683,0.412073,0.242083,0,0
0,684,0.531279,0.752619,0,0
0,685,0.298581,0.181163,0,0
0,686,0.844971,0.384197,0,0
0,687,0.348787,0.193358,0,0
1,688,0.580425,0.477018,-0.00499506,-0.0165857
1,689,0.315008,0.416898,-0.0136885,-0.0106143
0,690,0.541957,0.843835,0,0
0,691,0.260369,0.970074,0,0
0,692,0.0644265,0.595132,0,0
0,693,0.538909,0.8194,0,0
0,694,0.272962,0.167416,0,0
0,695,0.864526,0.273082,0,0
0,696,0.490004,0.848931,0,0
0,697,0.518035,0.929917,0,0
0,698,0.879018,0.0541355,0,0
0,699,0.384753,0.957929,0,0
1,700,0.575749,0.495996,-0.0171111,0.00269212
0,701,0.814953,0.404581,0,0
0,702,0.0991298,0.236464,0,0
0,703,0.597296,0.835067,0,0
0,704,0.69242,0.239216,0,0
0,705,0.190435,0.269893,0,0
0,706,0.163475,0.526972,0,0
0,707,0.998102,0.218276,0,0
0,708,0.148419,0.505213,0,0
0,709,0.772533,0.0488975,0,0
0,710,0.203347,0.032071,0,0
0,711,0.279723,0.307394,0,0
0,712,0.198732,0.639998,0,0
